rec,seq,catch_ms,drive_ms,recovery_ms,peak,peak_pos_pct,impulse,rise_rate,third1,third2,third3,curve_valid
33,34,115282,777,1338,64.4688,36,31.75697,255.8732,10.53573,15.07135,6.14989,1
34,35,117397,789,1322,63.7667,36,31.91078,257.1240,10.78921,15.02226,6.09931,1
35,36,119508,775,1335,64.5058,36,31.68881,256.7941,10.51557,15.03700,6.13624,1
36,37,121618,774,1343,63.7185,34,31.24568,274.6839,10.83336,14.55268,5.85964,1
37,38,123735,793,1319,64.2062,35,32.26512,256.8263,10.88343,15.20752,6.17417,1
38,39,125847,787,1326,63.4813,36,31.70928,257.5597,10.74748,14.90759,6.05421,1
39,40,127960,783,1327,64.2056,36,31.89519,253.7519,10.60895,15.11645,6.16979,1
40,41,130070,778,1330,63.9731,35,31.54869,270.1108,10.84922,14.75155,5.94792,1
41,42,132178,776,1340,64.3908,34,31.64850,277.6898,10.98776,14.74301,5.91772,1
42,43,134294,788,1331,63.8762,34,31.91084,268.4011,11.02640,14.88769,5.99675,1
43,44,136413,783,1326,62.9903,36,31.34622,248.7257,10.43633,14.83206,6.07783,1
44,45,138522,771,1342,64.6030,37,31.57239,258.4946,10.47302,14.98516,6.11421,1
45,46,140635,776,1336,63.8191,36,31.42130,258.0287,10.53759,14.83944,6.04427,1
46,47,142747,779,1338,64.2893,36,31.74814,263.0060,10.73187,14.95428,6.06199,1
47,48,144864,801,1305,63.2447,35,32.16640,250.8389,10.87826,15.13189,6.15625,1
48,49,146970,782,1329,63.5044,35,31.50754,262.8969,10.75641,14.76991,5.98121,1
49,50,149081,774,1338,63.0066,35,30.95231,267.7119,10.65851,14.45268,5.84112,1
50,51,151193,765,1353,63.6697,34,30.87938,271.0529,10.56375,14.47063,5.84500,1
51,52,153311,789,1324,63.3646,36,31.73523,255.3120,10.73088,14.93716,6.06719,1
52,53,155424,776,1336,63.0618,36,31.06087,256.5313,10.45616,14.64241,5.96230,1
53,54,157536,790,1325,64.4050,37,32.25325,252.5878,10.72949,15.29452,6.22924,1
54,55,159651,795,1318,63.6446,35,32.07972,253.7880,10.82236,15.11567,6.14168,1
55,56,161764,768,1341,62.9474,37,30.70217,255.1423,10.25380,14.51327,5.93510,1
56,57,163873,765,1348,63.4821,36,30.81079,267.5148,10.48838,14.46665,5.85575,1
57,58,165986,783,1332,64.4927,35,31.94835,266.8154,10.88818,15.00652,6.05365,1
58,59,168101,786,1323,64.3300,36,32.06656,254.6871,10.69950,15.18498,6.18208,1
59,60,170210,775,1340,64.0566,34,31.43861,273.8625,10.85345,14.67771,5.90743,1
60,61,172325,776,1336,64.6338,36,31.77895,262.4658,10.67026,15.01455,6.09414,1
61,62,174437,793,1322,63.4960,35,31.95327,252.8889,10.76274,15.05706,6.13348,1
62,63,176552,800,1314,63.0726,35,32.02506,258.1444,11.00921,14.96410,6.05175,1
63,64,178666,796,1312,63.1029,37,31.90137,246.1017,10.64787,15.08592,6.16758,1
64,65,180774,795,1317,64.5470,35,32.49146,258.3712,10.97209,15.31691,6.20247,1
65,66,182886,766,1349,64.3448,35,31.23104,269.1948,10.58713,14.69671,5.94720,1
66,67,185001,798,1314,63.6038,35,32.18576,253.0749,10.87210,15.15491,6.15875,1
67,68,187113,792,1323,63.5902,34,31.93232,263.4860,10.98313,14.92520,6.02399,1
68,69,189228,783,1328,64.6434,36,32.05917,259.8753,10.75723,15.15002,6.15193,1
69,70,191339,776,1332,64.3270,36,31.66319,260.8403,10.63181,14.95389,6.07749,1
70,71,193447,774,1346,63.9854,34,31.39321,274.9368,10.86766,14.63495,5.89060,1
71,72,195567,785,1326,63.5833,37,31.68699,249.4077,10.51806,15.01903,6.14990,1
72,73,197678,780,1335,64.3063,35,31.78638,263.6139,10.76391,14.96155,6.06092,1
73,74,199793,799,1314,64.6141,37,32.71941,249.4441,10.86343,15.52236,6.33362,1
74,75,201906,793,1315,64.2007,37,32.31754,250.4181,10.75513,15.30919,6.25322,1
75,76,204014,793,1321,64.0728,36,32.21330,261.4349,10.98937,15.11020,6.11372,1
76,77,206128,774,1335,64.4371,35,31.63293,265.0631,10.69194,14.89979,6.04120,1
77,78,208237,791,1325,63.6873,34,31.95028,267.5219,11.06551,14.88671,5.99806,1
78,79,210353,779,1333,63.3500,35,31.33244,262.1104,10.67700,14.69469,5.96075,1
79,80,212465,787,1328,64.0908,36,31.98090,258.1574,10.78709,15.07401,6.11979,1
80,81,214580,768,1341,64.7206,37,31.52707,260.1835,10.46515,14.95862,6.10330,1
81,82,216689,768,1350,64.1737,35,31.22766,272.1260,10.68107,14.63483,5.91175,1
82,83,218807,782,1326,63.8612,36,31.72861,252.1676,10.55044,15.03076,6.14741,1
83,84,220915,781,1333,62.9239,35,31.19987,262.8228,10.70428,14.58502,5.91056,1
84,85,223029,798,1314,64.3759,34,32.54793,265.3025,11.20077,15.22081,6.12635,1
85,86,225141,772,1343,63.6936,37,31.19436,259.1301,10.46394,14.72851,6.00191,1
86,87,227256,775,1336,62.9470,36,30.97414,254.7028,10.39253,14.61409,5.96752,1
87,88,229367,800,1315,64.4259,37,32.67811,253.2604,10.97065,15.43945,6.26800,1
88,89,231482,789,1317,63.7475,37,31.92722,248.3851,10.58761,15.14238,6.19722,1
89,90,233588,774,1342,64.4189,35,31.56136,270.4360,10.77598,14.80826,5.97712,1
90,91,235704,777,1331,63.3140,35,31.23022,259.4425,10.56414,14.69260,5.97348,1
91,92,237812,773,1348,63.7738,34,31.22143,273.4118,10.78055,14.57028,5.87060,1
92,93,239933,779,1331,63.1632,36,31.24318,252.5623,10.44195,14.76613,6.03509,1
93,94,242043,800,1307,64.7362,35,32.77179,258.6727,11.09454,15.43743,6.23982,1
94,95,244150,770,1343,64.2368,34,31.29750,279.9263,10.87418,14.57401,5.84931,1
95,96,246263,785,1334,64.5802,33,32.10721,274.9410,11.13405,14.96561,6.00755,1
96,97,248382,800,1313,64.2749,35,32.60000,253.3906,10.96341,15.38449,6.25210,1
97,98,250495,786,1321,64.4559,36,32.10765,257.7928,10.77463,15.16657,6.16645,1
98,99,252602,782,1335,63.7687,35,31.63296,271.1691,10.95504,14.73975,5.93817,1
99,100,254719,764,1347,64.4323,35,31.22863,265.1187,10.47768,14.75274,5.99821,1
100,101,256830,763,1352,63.0884,34,30.55960,269.0899,10.46320,14.29991,5.79649,1
101,102,258945,793,1319,63.3128,36,31.86749,258.5113,10.88459,14.93202,6.05088,1
102,103,261057,801,1314,64.4740,34,32.69943,266.2293,11.28565,15.27520,6.13859,1
103,104,263172,798,1315,63.1891,35,31.99854,258.5862,10.98188,14.96293,6.05373,1
104,105,265285,774,1339,64.5265,36,31.67815,256.7011,10.50304,15.03828,6.13682,1
105,106,267398,785,1326,63.1629,36,31.51611,250.3160,10.53364,14.89435,6.08811,1
106,107,269509,796,1313,63.2623,35,31.96444,251.3315,10.77832,15.05770,6.12841,1
107,108,271618,791,1324,64.7285,36,32.41237,263.7840,11.02056,15.24141,6.15040,1
108,109,273733,797,1314,63.4109,34,32.04575,260.1140,10.99801,14.98846,6.05927,1
109,110,275844,773,1339,64.2555,35,31.46376,272.0999,10.78861,14.73403,5.94112,1
110,111,277956,783,1328,62.9796,35,31.28850,261.5169,10.70978,14.64292,5.93580,1
111,112,280067,767,1346,63.3465,34,30.78717,275.2868,10.67003,14.34255,5.77459,1
112,113,282180,797,1322,64.4869,34,32.53017,269.9861,11.27349,15.17016,6.08651,1
113,114,284299,776,1333,63.0441,36,31.05321,253.8195,10.39500,14.66711,5.99110,1
114,115,286408,773,1338,63.3039,36,31.04485,254.3618,10.35103,14.69110,6.00272,1
115,116,288519,783,1332,62.8649,33,31.21904,268.7150,10.85036,14.51985,5.84883,1
116,117,290634,772,1341,63.0075,35,30.86610,259.5972,10.43184,14.52789,5.90636,1
117,118,292747,798,1313,63.6021,35,32.15346,255.0933,10.90188,15.12504,6.12653,1
118,119,294858,768,1347,64.2482,37,31.28280,257.9829,10.37389,14.84978,6.05913,1
119,120,296973,791,1323,63.0990,34,31.66239,259.3785,10.83704,14.82666,5.99869,1
120,121,299087,803,1304,63.7908,35,32.46088,259.2412,11.12661,15.20281,6.13145,1
121,122,301194,776,1339,64.7122,35,31.78571,274.3475,10.92331,14.88246,5.97993,1
122,123,303309,794,1317,64.5229,35,32.47374,256.0830,10.91196,15.33596,6.22582,1
123,124,305420,773,1345,63.5084,35,31.14271,267.2397,10.65651,14.58471,5.90148,1
124,125,307538,798,1311,64.1538,35,32.45750,253.1367,10.90497,15.32476,6.22777,1
125,126,309647,774,1339,63.3977,35,31.14074,260.4869,10.52494,14.65699,5.95881,1
126,127,311760,779,1333,62.9184,36,31.11502,256.9980,10.52351,14.63508,5.95642,1
127,128,313872,772,1339,63.6210,35,31.15486,260.7474,10.49133,14.69110,5.97244,1
128,129,315983,792,1321,65.0028,34,32.56175,271.0045,11.21561,15.23417,6.11197,1
129,130,318096,784,1335,63.6718,35,31.63234,270.7779,10.96277,14.73689,5.93268,1
130,131,320215,802,1310,64.1110,36,32.58984,249.6233,10.89911,15.41290,6.27782,1
131,132,322327,775,1337,64.3404,36,31.63066,256.7143,10.51580,14.99635,6.11852,1
132,133,324439,781,1328,64.9085,36,32.13127,259.5320,10.73569,15.20965,6.18592,1
133,134,326548,784,1331,65.4351,35,32.46595,276.9238,11.20902,15.17096,6.08597,1
134,135,328663,781,1330,64.5355,36,31.96421,263.2556,10.80711,15.05014,6.10695,1
135,136,330774,794,1319,64.8437,34,32.60163,272.1112,11.29456,15.20049,6.10658,1
136,137,332887,774,1337,64.5208,35,31.64508,271.5395,10.82871,14.82580,5.99057,1
137,138,334998,788,1326,65.8962,36,32.84620,269.1206,11.14945,15.46033,6.23642,1
138,139,337112,780,1334,66.2417,35,32.69483,275.2388,11.14548,15.36295,6.18640,1
139,140,339226,793,1319,65.8881,34,33.08197,271.0005,11.32587,15.50785,6.24824,1
140,141,341338,779,1333,66.5783,36,32.84806,267.7214,10.98864,15.54894,6.31048,1
141,142,343450,776,1335,65.5031,34,32.21424,279.7975,11.12986,15.03222,6.05215,1
142,143,345561,776,1340,66.1136,35,32.47546,280.7055,11.17178,15.19038,6.11330,1
143,144,347677,779,1330,67.3226,36,33.19531,266.8051,11.00520,15.77186,6.41826,1
144,145,349786,799,1318,66.0395,34,33.41544,273.2547,11.53226,15.60080,6.28238,1
145,146,351903,801,1311,66.3433,37,33.69525,260.9881,11.32694,15.90611,6.46221,1
146,147,354015,770,1343,67.0540,37,32.72217,273.2195,10.95416,15.47888,6.28913,1
